"TOA5","P304_B","CR1000","19892","CR1000.Std.32.05","CPU:SierraCZ_P304B_20220506.CR1","54211","Sap_Flow_P304B"
"TIMESTAMP","RECORD","Batt_volt","PTemp","TotalSapFlow_a","Vh_Outer_a","Vh_Inner_a","Alpha_Outer_a","Alpha_Inner_a","Beta_Outer_a","Beta_Inner_a","Tmax_Outer_a","Tmax_Inner_a","TotalSapFlow_b","Vh_Outer_b","Vh_Inner_b","Alpha_Outer_b","Alpha_Inner_b","Beta_Outer_b","Beta_Inner_b","Tmax_Outer_b","Tmax_Inner_b","TotalSapFlow_c","Vh_Outer_c","Vh_Inner_c","Alpha_Outer_c","Alpha_Inner_c","Beta_Outer_c","Beta_Inner_c","Tmax_Outer_c","Tmax_Inner_c","TotalSapFlow_d","Vh_Outer_d","Vh_Inner_d","Alpha_Outer_d","Alpha_Inner_d","Beta_Outer_d","Beta_Inner_d","Tmax_Outer_d","Tmax_Inner_d"
"TS","RN","","","L/hr","cm/hr","cm/hr","","","","","secs","secs","L/hr","cm/hr","cm/hr","","","","","secs","secs","L/hr","cm/hr","cm/hr","","","","","secs","secs","L/hr","cm/hr","cm/hr","","","","","secs","secs"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-07-12 10:45:00",5753,13.46,33.36,7.265,8.82,9.35,0.81241,0.86113,0.31364,0.45566,39.823,36.822,5.012,0.72,12.21,0.06644,1.12514,-0.04777,0.37428,54.874,40.572,0.296,2.5,12.36,0.13272,0.65696,0.15107,0.56314,52.434,35.195,0.555,4.41,11.8,0.39066,1.04441,0.30589,0.5857,50.728,37.939
"2022-07-12 11:00:00",5754,13.46,33.51,5.235,4.5,8.73,0.41422,0.80452,0.27175,0.4534,44.563,37.263,4.907,0.94,11.7,0.08668,1.07822,-0.02631,0.36914,55.83,41.103,0.302,2.57,12.58,0.1359,0.66812,0.15148,0.56965,54.505,34.778,0.545,4.33,11.59,0.38345,1.02609,0.30106,0.58823,52.004,38.237
"2022-07-12 11:15:00",5755,13.46,33.32,5.189,4.23,8.9,0.38963,0.81956,0.27352,0.462,46.042,37.079,4.793,0.48,11.9,0.04443,1.09603,-0.03877,0.37867,57.906,40.597,0.307,2.63,12.78,0.13944,0.67915,0.15458,0.57848,53.883,34.881,0.547,4.27,11.73,0.37796,1.03811,0.30241,0.5886,52.227,38.3
"2022-07-12 11:30:00",5756,13.46,32.77,5.088,4.09,8.79,0.37664,0.81012,0.27572,0.46406,47.374,37.48,4.968,0.77,12.04,0.07135,1.10879,-0.03141,0.38904,54.533,40.532,0.307,2.65,12.73,0.14058,0.6765,0.15588,0.5813,54.485,35.493,0.551,4.41,11.66,0.38994,1.03161,0.31475,0.58907,51.198,37.422
"2022-07-12 11:45:00",5757,13.5,32.01,4.624,3.64,8.07,0.3353,0.74365,0.26078,0.45334,47.806,37.602,4.673,0.73,11.32,0.06742,1.04309,-0.01595,0.37896,58.786,41.168,0.309,2.78,12.68,0.14818,0.67368,0.16034,0.57714,53.183,35.535,0.533,4.15,11.45,0.36744,1.01344,0.3036,0.58738,53.271,37.582
"2022-07-12 12:00:00",5758,13.49,31.86,4.869,3.85,8.48,0.35428,0.78117,0.26924,0.46724,47.955,37.908,4.799,0.82,11.55,0.07581,1.06443,-0.02165,0.37227,57.343,40.859,0.313,2.73,12.95,0.14476,0.6876,0.15672,0.58048,54.237,35.342,0.544,4.32,11.56,0.38216,1.02271,0.29706,0.5804,50.167,37.481
"2022-07-12 12:15:00",5759,13.47,32.01,4.938,3.94,8.56,0.36252,0.78899,0.28098,0.4787,48.2,38.723,4.933,1.06,11.64,0.09804,1.07185,-0.00807,0.38836,56.957,40.727,0.305,2.5,12.85,0.13272,0.68216,0.14809,0.58505,53.545,35.486,0.543,4.33,11.51,0.3828,1.01837,0.30764,0.57882,51.674,37.066
"2022-07-12 12:30:00",5760,13.46,32.04,5.002,3.91,8.76,0.36016,0.80743,0.28264,0.4861,48.474,38.424,5.036,1.02,11.95,0.0939,1.10112,-0.00817,0.38824,56.588,40.6,0.306,2.62,12.75,0.13934,0.67668,0.15458,0.57818,54.67,35.095,0.543,4.27,11.58,0.37796,1.02469,0.3023,0.58249,50.832,37.059
"2022-07-12 12:45:00",5761,13.49,31.94,5.118,4.04,8.92,0.3722,0.82195,0.29185,0.49656,48.728,39.092,4.958,0.83,11.95,0.07603,1.10111,-0.01631,0.39023,58.252,40.091,0.304,2.6,12.68,0.13826,0.67388,0.15368,0.57769,54.743,35.437,0.555,4.34,11.89,0.38394,1.05227,0.307,0.5907,52.141,37.795
"2022-07-12 13:00:00",5762,13.49,31.58,4.999,3.81,8.86,0.35108,0.81634,0.2788,0.49678,49.535,39.079,5.201,1.23,12.15,0.11296,1.11887,0.00536,0.39023,57.889,40.966,0.302,2.6,12.53,0.1384,0.66601,0.14902,0.57182,55.037,35.479,0.548,4.38,11.6,0.38772,1.02661,0.3122,0.58116,51.488,38.378
"2022-07-12 13:15:00",5763,13.5,30.95,5.061,3.92,8.9,0.36123,0.81973,0.28108,0.49898,48.505,39.704,4.942,0.68,12.07,0.063,1.11143,-0.01887,0.37486,57.07,40.407,0.308,2.8,12.63,0.1483,0.67124,0.16064,0.56948,55.086,35.275,0.558,4.48,11.8,0.39694,1.04399,0.31496,0.56812,51.065,37.439
"2022-07-12 13:30:00",5764,13.49,30.09,5.307,4.18,9.26,0.38532,0.85267,0.2935,0.51378,48.603,38.974,5.15,0.79,12.49,0.07302,1.15056,-0.01893,0.41048,56.734,40.494,0.305,2.5,12.85,0.13272,0.68234,0.14862,0.58099,54.695,36.529,0.575,4.64,12.13,0.41046,1.07339,0.31314,0.58237,50.852,37.335
"2022-07-12 13:45:00",5765,13.49,29.28,5.017,3.9,8.81,0.35935,0.8116,0.27523,0.48776,49.351,38.059,5.119,1.09,12.09,0.10033,1.11401,-0.00549,0.37374,57.139,40.316,0.303,2.78,12.36,0.14748,0.65679,0.16185,0.55906,52.207,35.124,0.532,4.23,11.29,0.3742,0.99927,0.28364,0.54086,50.65,37.285
"2022-07-12 14:00:00",5766,13.47,28.59,5.202,4.01,9.17,0.36978,0.84461,0.2885,0.50266,48.506,38.718,5.32,1.23,12.46,0.11352,1.14805,0.00827,0.39626,56.664,40.67,0.315,2.83,12.95,0.15084,0.68751,0.1685,0.57612,52.523,35.029,0.538,4.3,11.4,0.38096,1.00897,0.29786,0.543,50.543,37.335
"2022-07-12 14:15:00",5767,13.45,28.07,5.062,3.96,8.86,0.36497,0.81577,0.27924,0.4929,47.778,38.149,5.14,0.98,12.26,0.09014,1.12963,-0.02213,0.38615,56.932,40.938,0.305,2.67,12.61,0.14134,0.67042,0.15868,0.56492,51.962,34.619,0.511,4.06,10.87,0.35967,0.96245,0.27071,0.51816,49.986,36.205
"2022-07-12 14:30:00",5768,13.44,27.66,5.104,3.94,8.99,0.36288,0.82823,0.28348,0.49432,48.67,39.297,5.187,0.88,12.49,0.0814,1.15097,-0.01089,0.40238,56.928,39.845,0.314,2.88,12.83,0.15322,0.68176,0.16562,0.57744,54.038,35.295,0.518,4.14,10.97,0.36634,0.9711,0.2805,0.52797,51.735,37.697
"2022-07-12 14:45:00",5769,13.42,27.47,4.98,3.82,8.8,0.3518,0.81023,0.2795,0.4844,49.588,39.128,5.087,0.77,12.35,0.07052,1.13726,-0.00801,0.4085,60.179,41.027,0.309,2.73,12.73,0.14516,0.67633,0.15805,0.56728,53.493,35.848,0.495,3.86,10.62,0.34194,0.94031,0.27282,0.52123,52.398,37.532
"2022-07-12 15:00:00",5770,13.41,27.4,4.871,3.76,8.58,0.34624,0.79061,0.27016,0.46592,48.287,38.246,5.069,0.94,12.12,0.08698,1.11653,-0.01355,0.39013,58.207,40.558,0.291,2.48,12.15,0.13226,0.64528,0.14775,0.55546,52.922,34.449,0.489,3.98,10.25,0.3524,0.90695,0.27592,0.49678,51.416,37.224
"2022-07-12 15:15:00",5771,13.41,27.4,4.895,3.79,8.61,0.34874,0.79277,0.27284,0.46822,48.717,39.498,5.169,0.81,12.52,0.07474,1.15307,-0.01349,0.41966,57.387,40.308,0.31,2.62,12.95,0.13905,0.68751,0.15192,0.57982,53.861,34.869,0.492,3.94,10.41,0.34912,0.92161,0.2734,0.51157,50.535,36.347
"2022-07-12 15:30:00",5772,13.4,27.53,4.871,3.77,8.57,0.34762,0.78953,0.27782,0.46329,49.42,38.134,5.214,0.9,12.54,0.08276,1.15562,-0.00533,0.41758,58.391,40.651,0.309,2.77,12.68,0.14732,0.6735,0.1625,0.56076,54.459,35.163,0.479,3.76,10.25,0.33242,0.90708,0.26095,0.50199,50.443,37.906
"2022-07-12 15:45:00",5773,13.4,27.66,4.695,3.69,8.2,0.34037,0.75583,0.25796,0.44384,47.986,37.942,5.284,1.05,12.56,0.09708,1.15745,-0.02277,0.39924,55.527,40.519,0.295,2.52,12.3,0.13392,0.65298,0.15504,0.5566,51.527,34.451,0.452,3.53,9.7,0.31234,0.85844,0.23013,0.46356,48.991,37.025
"2022-07-12 16:00:00",5774,13.39,27.82,4.611,3.58,8.1,0.32954,0.7466,0.26134,0.4413,50.117,38.566,4.944,0.5,12.27,0.04648,1.13007,-0.03553,0.38691,57.783,40.142,0.29,2.6,11.93,0.13794,0.63373,0.15368,0.54106,53.588,34.034,0.44,3.5,9.33,0.31015,0.82547,0.25743,0.45162,52.726,36.89
"2022-07-12 16:15:00",5775,13.39,27.82,4.599,3.58,8.07,0.3294,0.74357,0.2553,0.43652,47.979,38.194,5.184,0.92,12.44,0.08489,1.14624,-0.02237,0.38893,56.084,40.661,0.29,2.65,11.85,0.14058,0.62898,0.15368,0.54242,54.458,34.058,0.426,3.31,9.16,0.29292,0.81091,0.22124,0.43979,50.563,35.551
"2022-07-12 16:30:00",5776,13.37,27.69,4.375,3.43,7.65,0.31639,0.70431,0.2444,0.4159,49.334,38.875,5.184,1.19,12.15,0.10987,1.11971,0,0.36368,56.149,40.981,0.299,3.05,11.81,0.1617,0.62708,0.17102,0.53306,55.216,34.15,0.401,3.07,8.67,0.27208,0.76699,0.20396,0.4222,51.496,35.394
"2022-07-12 16:45:00",5777,13.36,27.47,4.472,3.44,7.89,0.3167,0.72719,0.24658,0.42528,48.142,38.098,4.983,0.65,12.21,0.05986,1.12514,-0.03337,0.38046,56.098,39.843,0.278,2.42,11.55,0.12822,0.61354,0.14684,0.52894,53.358,35.031,0.388,3.03,8.3,0.26826,0.7342,0.19812,0.40427,50.116,36.081
"2022-07-12 17:00:00",5778,13.34,27.21,4.425,3.44,7.77,0.3167,0.71571,0.24,0.4182,48.037,37.424,5.041,0.76,12.24,0.07027,1.12795,-0.02543,0.36884,56.851,40.847,0.275,2.45,11.33,0.12982,0.60166,0.14542,0.51662,52.722,34.56,0.382,3.05,8.1,0.26975,0.71679,0.1947,0.39092,50.86,35.438
"2022-07-12 17:15:00",5779,13.33,26.9,4.058,3.15,7.13,0.2905,0.65658,0.21923,0.3855,48.84,38.633,4.681,0.61,11.47,0.05624,1.05669,-0.04305,0.32369,55.445,40.997,0.261,2.23,10.86,0.1189,0.57743,0.1409,0.50166,51.331,33.419,0.361,2.81,7.76,0.24888,0.68708,0.17596,0.36634,49.272,35.086
"2022-07-12 17:30:00",5780,13.31,26.59,4.05,3.13,7.13,0.28862,0.65679,0.22052,0.38674,48.356,37.894,4.831,0.71,11.75,0.06528,1.08273,-0.03157,0.33864,57.189,40.367,0.269,2.63,10.78,0.14002,0.57264,0.15322,0.50418,54.531,34.143,0.349,2.68,7.53,0.23764,0.66628,0.17296,0.35774,49.837,34.98
"2022-07-12 17:45:00",5781,13.28,26.28,3.853,3,6.76,0.27626,0.62283,0.20539,0.36079,46.918,37.283,4.483,0.55,11.02,0.05094,1.01497,-0.04697,0.29452,55.756,40.739,0.262,2.57,10.5,0.13604,0.55729,0.1546,0.49154,52.695,33.123,0.316,2.44,6.82,0.21603,0.6035,0.15012,0.32522,49.635,33.791
"2022-07-12 18:00:00",5782,13.26,25.98,3.753,2.87,6.64,0.26406,0.61155,0.20212,0.35701,47.708,37.243,4.581,1.04,10.75,0.09559,0.98995,-0.01179,0.28461,58.031,42.032,0.254,2.5,10.16,0.1327,0.5399,0.1463,0.4833,55.332,34.363,0.304,2.45,6.4,0.21696,0.56668,0.15805,0.30425,52.387,33.8
"2022-07-12 18:15:00",5783,13.24,25.7,3.598,2.73,6.39,0.2517,0.58837,0.1877,0.34586,47.096,36.627,4.133,0.34,10.34,0.03132,0.95278,-0.06101,0.25769,56.604,41.995,0.23,1.92,9.65,0.10186,0.51282,0.11914,0.46896,52.978,34.401,0.284,2.2,6.1,0.19435,0.53992,0.13468,0.29292,48.607,33.851
"2022-07-12 18:30:00",5784,13.21,25.43,3.256,2.49,5.76,0.22976,0.53062,0.17694,0.31938,48.029,36.729,3.764,0,9.75,0,0.8982,-0.08075,0.23463,56.501,42.978,0.23,2.35,9.05,0.12474,0.48058,-99,0.46568,-99,37.828,0.263,1.98,5.74,0.1749,0.50763,0.12319,0.2771,49.677,33.01
"2022-07-12 18:45:00",5785,13.19,25.1,2.817,2.15,4.99,0.19829,0.4598,0.15365,0.28162,46.85,36.639,3.603,0.17,9.15,0.01604,0.84249,-0.08315,0.18985,55.718,42.355,0.22,2.4,8.5,0.12702,0.45107,0.1483,0.43199,49.827,33.42,0.246,1.82,5.4,0.16108,0.47805,0.1112,0.25558,49.633,32.963
"2022-07-12 19:00:00",5786,13.16,24.78,2.424,1.88,4.26,0.17302,0.3923,0.13718,0.24068,47.433,35.712,3.354,0.11,8.57,0.0097,0.78905,-0.08655,0.15284,55.614,43.494,0.206,1.82,8.53,0.09645,0.45286,0.12308,0.43436,53.301,33.479,0.237,1.75,5.21,0.15512,0.46122,0.10597,0.24192,47.766,32.908
"2022-07-12 19:15:00",5787,13.14,24.39,2.17,1.63,3.87,0.14992,0.35616,0.1134,0.22383,46.754,35.713,3.063,0.04,7.89,0.00326,0.72711,-0.09329,0.11578,54.841,43.134,0.235,2.48,9.15,0.13145,0.48552,0.1547,0.43605,48.288,31.618,0.219,1.65,4.78,0.14609,0.42286,0.0916,0.22806,48.079,32.65
"2022-07-12 19:30:00",5788,13.13,23.99,1.979,1.46,3.56,0.13442,0.32752,0.0988,0.20679,45.859,34.975,2.694,-0.17,7.16,-0.01647,0.65927,-0.10919,0.07474,55.441,42.897,0.219,2.13,8.75,0.11318,0.46508,0.13928,0.4208,50.324,32.409,0.202,1.47,4.46,0.13007,0.39496,0.08308,0.21615,48.482,31.818
"2022-07-12 19:45:00",5789,13.11,23.52,1.801,1.29,3.28,0.11902,0.30186,0.08724,0.19352,45.2,35.555,2.312,-0.28,6.29,-0.02663,0.57934,-0.12251,0.02619,55.457,43.48,0.211,2.22,8.21,0.11732,0.4363,0.1402,0.40544,50.745,31.322,0.191,1.46,4.14,0.12894,0.36657,0.09582,0.2057,52.068,32.086
"2022-07-12 20:00:00",5790,13.09,22.98,1.584,1.12,2.9,0.10273,0.26742,0.07526,0.17892,45.004,34.528,1.86,-0.43,5.28,-0.04085,0.48594,-0.13355,-0.04171,53.853,42.964,0.19,2.05,7.37,0.10904,0.39102,0.13572,0.37596,50.035,31.016,0.165,1.16,3.7,0.10244,0.3271,0.05801,0.18002,47.26,31.678
"2022-07-12 20:15:00",5791,13.08,22.36,1.442,1.03,2.63,0.09492,0.24248,0.07198,0.16316,44.393,34.486,1.336,-0.68,4.19,-0.06371,0.38604,-0.14465,-0.09301,53.861,42.816,0.169,1.88,6.47,0.10027,0.34308,0.12696,0.3497,50.761,29.931,0.146,1.03,3.29,0.0914,0.29144,0.05471,0.1556,47.087,30.42
"2022-07-12 20:30:00",5792,13.08,21.72,1.236,0.84,2.3,0.07748,0.21196,0.06268,0.14934,45.248,33.934,0.93,-0.83,3.3,-0.07761,0.30405,-0.15849,-0.14751,53.155,42.004,0.156,1.88,5.75,0.10027,0.30538,0.12736,0.32541,50.408,30.144,0.122,0.84,2.78,0.07432,0.24578,0.03647,0.13482,47.037,30.214
"2022-07-12 20:45:00",5793,13.07,21.02,1.034,0.64,1.99,0.05912,0.18309,0.05014,0.13476,45.815,33.824,0.619,-0.91,2.58,-0.08487,0.23797,-0.17355,-0.19375,52.644,42.007,0.139,1.73,5.07,0.09238,0.26885,0.12004,0.30455,50.609,29.107,0.103,0.65,2.4,0.05734,0.21224,0.0243,0.11318,47.133,29.637
"2022-07-12 21:00:00",5794,13.06,20.34,0.968,0.63,1.83,0.05808,0.16876,0.04633,0.12728,46.6,33.624,0.382,-0.97,2.03,-0.09051,0.18709,-0.16653,-0.21613,53.901,41.497,0.127,1.65,4.53,0.08756,0.24044,0.11211,0.28967,50.886,29.477,0.086,0.52,2.03,0.04633,0.17992,0.01797,0.0968,48.023,29.285
"2022-07-12 21:15:00",5795,13.06,19.81,0.855,0.47,1.71,0.04299,0.15724,0.0393,0.12323,47.52,33.303,0.2,-0.98,1.57,-0.09141,0.14431,-0.15693,-0.23715,56.846,40.972,0.115,1.55,4.05,0.08242,0.21464,0.11034,0.27394,51.677,29.436,0.067,0.36,1.64,0.03226,0.14554,0.0059,0.08282,48.275,29.693
"2022-07-12 21:30:00",5796,13.05,19.49,0.845,0.52,1.63,0.04776,0.15037,0.03712,0.11813,45.654,33.663,0.085,-1.08,1.38,-0.10059,0.12728,-0.17289,-0.24499,54.969,41.74,0.111,1.5,3.88,0.07922,0.20618,0.10432,0.268,51.737,29.643,0.061,0.33,1.51,0.02932,0.13353,0.00298,0.07384,48.442,29.704
"2022-07-12 21:45:00",5797,13.05,19.26,0.758,0.44,1.49,0.04064,0.1373,0.03688,0.11155,46.18,34.035,0.009,-1.05,1.15,-0.09751,0.10583,-0.16963,-0.25851,54.865,41.899,0.105,1.5,3.57,0.07948,0.18926,0.10464,0.25816,52.63,29.447,0.055,0.26,1.42,0.02289,0.12541,0,0.07123,47.233,29.325
"2022-07-12 22:00:00",5798,13.04,19.05,0.658,0.33,1.35,0.03022,0.12442,0.02447,0.10795,46.757,33.935,-0.115,-1.09,0.87,-0.10125,0.08034,-0.17011,-0.27403,54.512,40.712,0.099,1.43,3.32,0.07581,0.17617,0.10102,0.24744,51.908,28.41,0.047,0.22,1.21,0.01954,0.10714,-0.00299,0.0641,47.606,30.526
"2022-07-12 22:15:00",5799,13.03,18.92,0.678,0.36,1.37,0.03276,0.12664,0.02408,0.10404,46.499,34.351,-0.155,-1.13,0.81,-0.10475,0.075,-0.16655,-0.26869,56.004,41.533,0.096,1.42,3.2,0.07482,0.17016,0.10004,0.24582,51.375,29.285,0.047,0.22,1.2,0.01918,0.10624,-0.00293,0.0606,48.704,29.136
"2022-07-12 22:30:00",5800,13.03,18.84,0.646,0.32,1.33,0.0298,0.12294,0.02738,0.10763,47.37,33.981,-0.234,-1.2,0.68,-0.11173,0.0629,-0.17687,-0.27767,55.134,41.333,0.095,1.48,3.07,0.07842,0.1625,0.10368,0.2436,51.94,29.28,0.041,0.15,1.11,0.01284,0.09813,-0.00891,0.05458,47.352,29.597
"2022-07-12 22:45:00",5801,13.02,18.84,0.615,0.32,1.25,0.02992,0.11496,0.02738,0.1047,45.812,34.082,-0.253,-1.21,0.64,-0.11281,0.05858,-0.17517,-0.27495,55.697,41.069,0.092,1.42,2.97,0.07506,0.15796,0.10036,0.24062,51.951,29.6,0.044,0.18,1.15,0.01613,0.10222,-0.00293,0.06431,49.072,29.241
"2022-07-12 23:00:00",5802,13.02,18.82,0.663,0.36,1.33,0.03321,0.1224,0.0273,0.10436,47.174,34.455,-0.257,-1.21,0.63,-0.11281,0.05828,-0.17517,-0.27953,55.09,42.689,0.091,1.35,3.03,0.07145,0.16118,0.09678,0.23898,52.628,29.136,0.039,0.14,1.05,0.01282,0.09286,-0.00589,0.05436,48.737,30.262
"2022-07-12 23:15:00",5803,13.02,18.82,0.587,0.29,1.21,0.02681,0.1112,0.02142,0.0988,46.326,34.029,-0.292,-1.21,0.54,-0.11215,0.05016,-0.17465,-0.28407,54.768,41.643,0.092,1.42,2.97,0.07528,0.15796,0.10068,0.24062,51.54,30.12,0.038,0.11,1.06,0.0097,0.09366,-0.01189,0.0579,47.836,29.657
"2022-07-12 23:30:00",5804,13.01,18.79,0.572,0.29,1.17,0.02702,0.10788,0.02456,0.10236,45.819,34.089,-0.328,-1.26,0.5,-0.11701,0.04628,-0.17959,-0.28309,55.137,41.181,0.091,1.37,2.98,0.0726,0.15866,0.10133,0.23842,51.879,28.809,0.035,0.07,1.02,0.00656,0.09038,-0.01209,0.0521,47.272,30.184
"2022-07-12 23:45:00",5805,13.01,18.71,0.572,0.29,1.17,0.0269,0.10788,0.02454,0.09913,46.639,34.496,-0.363,-1.26,0.41,-0.11739,0.03804,-0.18013,-0.28959,55.762,40.873,0.088,1.38,2.83,0.07311,0.15088,0.09863,0.23154,52.166,29.238,0.035,0.11,0.97,0.00982,0.0855,-0.01207,0.0483,47.177,28.994
"2022-07-13 00:00:00",5806,13,18.58,0.598,0.26,1.27,0.02408,0.1168,0.02178,0.10273,44.888,33.987,-0.438,-1.32,0.28,-0.12289,0.02553,-0.19137,-0.30347,54.879,41.649,0.086,1.37,2.75,0.07284,0.14642,0.10166,0.23154,51.675,28.759,0.033,0.07,0.97,0.00656,0.0855,-0.01209,0.0549,47.283,29.511
"2022-07-13 00:15:00",5807,12.99,18.4,0.58,0.3,1.18,0.0273,0.10916,0.0248,0.09973,45.713,34.656,-0.432,-1.26,0.23,-0.11661,0.02142,-0.18571,-0.30819,53.85,40.875,0.089,1.43,2.83,0.0763,0.15088,0.10166,0.23536,51.885,29.226,0.034,0.11,0.92,0.00982,0.08174,-0.01207,0.04544,47.683,29.505
"2022-07-13 00:30:00",5808,12.99,18.23,0.567,0.26,1.19,0.02418,0.10963,0.01872,0.10332,45.216,34.467,-0.413,-1.26,0.28,-0.11661,0.02574,-0.18285,-0.30919,53.917,39.695,0.086,1.38,2.7,0.07362,0.14308,0.1023,0.22928,51.57,28.811,0.032,0.07,0.93,0.00661,0.08208,-0.01211,0.04878,47.633,29.711
"2022-07-13 00:45:00",5809,12.98,17.99,0.552,0.26,1.15,0.02408,0.1062,0.02191,0.10102,47.127,34.148,-0.421,-1.28,0.28,-0.11855,0.02574,-0.18457,-0.29611,54.331,40.936,0.086,1.38,2.7,0.07362,0.14368,0.09924,0.23004,51.732,28.814,0.031,0.11,0.83,0.00985,0.07379,-0.01509,0.04238,47.204,28.876
"2022-07-13 01:00:00",5810,12.97,17.79,0.547,0.22,1.18,0.02039,0.10916,0.01555,0.09769,45.829,34.665,-0.488,-1.31,0.14,-0.12129,0.01283,-0.18403,-0.30919,55.668,41.448,0.082,1.32,2.62,0.06988,0.13912,0.09892,0.22622,51.639,29.131,0.027,0.07,0.78,0.00656,0.0693,-0.01209,0.04238,47.23,29.307
"2022-07-13 01:15:00",5811,12.97,17.64,0.576,0.29,1.18,0.02681,0.10828,0.02456,0.09973,46.921,34.619,-0.479,-1.29,0.14,-0.11969,0.01272,-0.18235,-0.30819,56.041,40.99,0.083,1.3,2.68,0.06916,0.1425,0.09499,0.22928,52.501,29.722,0.028,0.04,0.83,0.00326,0.07314,-0.01807,0.04544,47.878,29.704
"2022-07-13 01:30:00",5812,12.97,17.54,0.563,0.26,1.18,0.02358,0.10828,0.01848,0.10004,46.403,33.995,-0.461,-1.33,0.23,-0.12313,0.02112,-0.18847,-0.30065,55.57,41.923,0.085,1.37,2.67,0.07236,0.14188,0.09802,0.22851,51.599,28.928,0.029,0.07,0.82,0.00644,0.0728,-0.01493,0.04225,47.743,30.079
"2022-07-13 01:45:00",5813,12.96,17.46,0.556,0.29,1.13,0.02702,0.1045,0.02469,0.09708,45.365,34.465,-0.488,-1.31,0.14,-0.12167,0.01279,-0.17839,-0.30643,53.751,40.52,0.085,1.37,2.68,0.07284,0.1425,0.09863,0.22928,52.748,28.989,0.028,0.04,0.83,0.00326,0.07346,-0.01509,0.04238,47.757,29.832
"2022-07-13 02:00:00",5814,12.96,17.39,0.544,0.26,1.13,0.02376,0.1045,0.02168,0.09708,46.573,34.006,-0.475,-1.28,0.14,-0.11855,0.01279,-0.18457,-0.30743,53.867,41.461,0.084,1.32,2.7,0.06964,0.14308,0.09559,0.23004,51.741,29.237,0.031,0.07,0.88,0.00653,0.07756,-0.01209,0.04908,47.594,29.513
"2022-07-13 02:15:00",5815,12.95,17.29,0.529,0.26,1.09,0.02376,0.10069,0.02472,0.09736,46.406,33.839,-0.546,-1.32,0,-0.12211,0,-0.18457,-0.31021,54,41.597,0.084,1.38,2.62,0.07334,0.13912,0.09924,0.22702,52.495,29.56,0.023,0,0.73,0,0.06482,-0.01523,0.03918,46.817,29.567
"2022-07-13 02:30:00",5816,12.95,17.19,0.544,0.26,1.13,0.02382,0.1045,0.0186,0.09708,46.883,34.161,-0.554,-1.34,0,-0.12395,0,-0.18683,-0.31399,55.081,40.869,0.084,1.32,2.7,0.06964,0.14308,0.09892,0.22702,52.819,28.895,0.026,0.07,0.73,0.0065,0.06482,-0.01207,0.04252,48.935,28.941
"2022-07-13 02:45:00",5817,12.95,17.09,0.531,0.22,1.14,0.02039,0.10492,0.02178,0.10102,47.209,33.806,-0.525,-1.27,0,-0.11777,0,-0.18121,-0.31503,55.308,40.414,0.082,1.32,2.62,0.06964,0.13912,0.09892,0.22778,51.492,28.984,0.025,0.04,0.73,0.00326,0.06448,-0.01809,0.03935,47.992,29.507
"2022-07-13 03:00:00",5818,12.94,17.04,0.544,0.26,1.13,0.02352,0.10406,0.01848,0.10068,46.573,34.42,-0.553,-1.3,-0.04,-0.12051,-0.00425,-0.18067,-0.31399,56.509,41.198,0.084,1.32,2.7,0.06964,0.14308,0.09559,0.22702,52.135,28.784,0.026,0.07,0.73,0.00648,0.06422,-0.01803,0.03586,48.038,29.708
"2022-07-13 03:15:00",5819,12.94,17.01,0.525,0.26,1.08,0.02376,0.0999,0.01858,0.09678,46.515,34.103,-0.552,-1.38,0.05,-0.12825,0.00422,-0.18743,-0.30547,54.338,41.773,0.083,1.3,2.67,0.0694,0.14188,0.09528,0.23234,51.728,29.468,0.027,0.04,0.82,0.00326,0.0728,-0.01509,0.04556,47.519,29.861
"2022-07-13 03:30:00",5820,12.94,16.94,0.529,0.26,1.09,0.02364,0.10024,0.0216,0.09381,46.367,34.629,-0.596,-1.32,-0.13,-0.12245,-0.01281,-0.18517,-0.31955,54.814,40.743,0.084,1.38,2.62,0.07311,0.13858,0.09892,0.22622,51.466,29.774,0.023,0,0.73,0,0.06448,-0.01509,0.03918,48.763,29.605
"2022-07-13 03:45:00",5821,12.93,16.79,0.517,0.26,1.06,0.02382,0.09722,0.0249,0.09136,45.64,34.164,-0.631,-1.32,-0.22,-0.12245,-0.02159,-0.18571,-0.32931,54.859,40.061,0.083,1.32,2.63,0.07015,0.13972,0.09623,0.22778,51.365,28.844,0.021,0.04,0.63,0.00328,0.05612,-0.01517,0.03935,47.643,30.135
"2022-07-13 04:00:00",5822,12.93,16.69,0.529,0.26,1.09,0.02364,0.10024,0.0216,0.09436,46.423,33.85,-0.663,-1.35,-0.27,-0.12523,-0.02567,-0.18517,-0.32931,54.248,41.111,0.084,1.38,2.62,0.07334,0.13912,0.09924,0.22389,51.2,29.088,0.025,0.04,0.73,0.00328,0.06482,-0.01213,0.03946,47.796,29.874
